
[SpecTaroscoPy — PES image]
Author	R Nakazawa
Contact	nakazawa@ims.ac.jp
Version	6.5.0
--- Info ---
User
Load File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/Si0006.txt
Save File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/STPy_6_5_0_PESImage/Si0006_EDCs_EF.txt
Total Actual Scans	10
X Label	Binding Energy (eV)
Y Label	$k_{\parallel} \ \mathrm{(\AA^{-1})}$
Z Label	Intensity (cps)
X Min	-0.11
X Max	4.89
X Step	0.01
Ek Offset	0.0
Y Min	-0.626041
Y Max	0.605373
Y Step	0.001774
Ang or Posi Offset	0.0
MCP Function Path	None
--- Axis Conversion ---
Photon Energy	None
Applied Voltage	0.0
kinetic Energy at Fermi Level	16.89
Secondary Electron Cutoff	None
--- EDCs Stacking ---
Y Slice Center	0.576983 0.521978 0.466972 0.411967 0.356961 0.3019555 0.24695 0.191944 0.136939 0.081933 0.026928 -0.028078 -0.083083 -0.138089 -0.193094 -0.2481 -0.303105 -0.358111 -0.4131165 -0.468122 -0.523128 -0.578133
Z Offset EDCs	0.0 -400.0 -800.0 -1200.0 -1600.0 -2000.0 -2400.0 -2800.0 -3200.0 -3600.0 -4000.0 -4400.0 -4800.0 -5200.0 -5600.0 -6000.0 -6400.0 -6800.0 -7200.0 -7600.0 -8000.0 -8400.0

[SpecTaroscoPy — Second Derivative]
Author	R Nakazawa
Contact	nakazawa@ims.ac.jp
Version	6.5.0
--- info ---
User	
File	Si0006_EDCs_EF.txt
Smoothing Method	Savitzky-Golay
Smoothing Params	2.0 21.0 21.0
Intensity Offset	

DATA:
EF_Si0006_EDCs2Der	Si0006_EDCs_0.5772Der	Si0006_EDCs_0.5222Der	Si0006_EDCs_0.4672Der	Si0006_EDCs_0.4122Der	Si0006_EDCs_0.3572Der	Si0006_EDCs_0.3022Der	Si0006_EDCs_0.2472Der	Si0006_EDCs_0.1922Der	Si0006_EDCs_0.1372Der	Si0006_EDCs_0.0822Der	Si0006_EDCs_0.0272Der	Si0006_EDCs_-0.0282Der	Si0006_EDCs_-0.0832Der	Si0006_EDCs_-0.1382Der	Si0006_EDCs_-0.1932Der	Si0006_EDCs_-0.2482Der	Si0006_EDCs_-0.3032Der	Si0006_EDCs_-0.3582Der	Si0006_EDCs_-0.4132Der	Si0006_EDCs_-0.4682Der	Si0006_EDCs_-0.5232Der	Si0006_EDCs_-0.5782Der
3.88	1.7744298050592075e-07	-0.039120806728234925	-0.11243614764140375	-0.128996964628584	0.17142784506211228	-0.004563984087866402	-0.11649450489662172	-0.0974236891142084	0.08007905638038437	-0.02226239983309597	-0.13253263518376457	-0.24812413967904945	-0.20496135901470325	-0.07363865162545835	0.09991682645522815	-0.2135655809652235	-0.04907472238068067	0.019169412220492177	0.018745123070459613	0.14007760582475726	0.03900506904479428	-9.6248950948129e-05
3.87	9.452607857101006e-08	-0.04315389633170241	-0.0685215763613769	-0.14706302299879326	0.14825058526304247	-0.03855519148956432	-0.12092826579930716	-0.07812645759386783	0.09261060633153306	0.0011764207911824087	-0.11486606060867643	-0.2775775632359796	-0.20691942873111202	-0.0594914303796088	0.10226564649985903	-0.2174385623619628	-0.05774092236791262	0.02342396250605816	0.016021543472419353	0.13101265023311726	0.030442429079281297	2.031834139813466e-05
3.86	-4.261254507179674e-08	-0.04589982271062354	-0.025156517064544914	-0.1653084494304835	0.12522865634318237	-0.07122256487900813	-0.12311461067884011	-0.06018984077383038	0.10389842606863908	0.023862903271066216	-0.09691993119324138	-0.300472672953191	-0.2083537075669426	-0.04625155344930931	0.10489090481840435	-0.220083141651088	-0.06479565830250067	0.023997704882646076	0.01572868833423513	0.11958717796875362	0.021616390737429825	0.00016671897474355643
3.85	-2.4050264490677654e-07	-0.047380586676084135	0.01664352502345423	-0.18410953091517968	0.10312841909058079	-0.10185724450516886	-0.12288381117693348	-0.044093715553316315	0.11360074078319826	0.04508118512023884	-0.07939523642315294	-0.31629223667067663	-0.20913008369163322	-0.034100349279356124	0.10772682123652544	-0.22079495052210518	-0.07024779364789424	0.02108929902126988	0.017438591893721878	0.10581778393861896	0.012852393647648341	0.00034387937358130744
3.84	-5.004138246047187e-07	-0.04767768732716604	0.055948193323047235	-0.20381771248526093	0.082668760739665	-0.12978684344730596	-0.1201501636282103	-0.030189121732860258	0.12137493271688982	0.0641365967179297	-0.06291984657033822	-0.3247684790464689	-0.20905862266701547	-0.023099770767686323	0.11063755095807437	-0.21892173370605406	-0.07414836583330953	0.015020467149184924	0.020586233637658324	0.08982812662108586	0.004466083471843518	0.0005517125012988906
3.83	-8.158967148524451e-07	-0.04692597613589555	0.09193789854839451	-0.22472272526064785	0.0644902915815635	-0.15438735631624922	-0.11492284143443499	-0.018695070171219186	0.12689219450015798	0.08038885528384299	-0.04802183511446856	-0.32589468265356913	-0.20791112522249477	-0.013190028904858764	0.11342496015572578	-0.21389943895948704	-0.07657939370596978	0.0062123045964881385	0.024503034011331692	0.0718486059242025	-0.003248950825510022	0.0007889544847330208
3.82	-1.1702901512928703e-06	-0.045305108664564386	0.12392295140190868	-0.2470184526664525	0.04912658743234033	-0.17509520569944925	-0.10731167462077451	-0.009702235681430693	0.12985328198723778	0.09328383035176557	-0.035109856260305605	-0.31992669191629375	-0.20544162570180902	-0.0041958142347766625	0.1158402956000657	-0.2052836884659257	-0.07764369084236478	-0.0048418822936184824	0.028455985834796138	0.052210290762275235	-0.010032424030969267	0.0010530288661563317
3.81	-1.5344937361024696e-06	-0.043029026249513436	0.15135587294449238	-0.27077377431433547	0.03697894961541692	-0.1914193469163763	-0.09752722393591284	-0.003182870606707411	0.13000456777410818	0.102382118224142	-0.024461316530505428	-0.30737395054850936	-0.20140833688677162	0.004159138487295877	0.11759895789131747	-0.1927751298822784	-0.07745641583494489	-0.017605561496537803	0.03169032967443286	0.03133344788221848	-0.015667155950366052	0.0013399491821439137
3.8	-1.8653867777224147e-06	-0.040333985837619935	0.1738369469413783	-0.2959103389655411	0.0282960793538507	-0.20295322239141456	-0.08587487687714201	0.0009940399726247051	0.127153514988521	0.10738280215389295	-0.01621856702681157	-0.28898014167489805	-0.1955954694009847	0.012229962646273407	0.11839743836566186	-0.17623750713818254	-0.07613884556707262	-0.03152811016320811	0.03347348810126505	0.009711313562519308	-0.019987054781447355	0.0016442701620494934
3.79	-2.1053400179263904e-06	-0.03746571944584787	0.19111344691103227	-0.32218881213455575	0.0231599034636929	-0.20938622282844221	-0.07274307989246154	0.0030436072260329183	0.12118265955217566	0.10814101387990149	-0.010392840469307885	-0.2656939594002381	-0.18783338488708523	0.020422398760530314	0.117931393593949	-0.15570768030300997	-0.07381458667418883	-0.046072498415810514	0.03313790336636657	-0.012110002692566013	-0.022882980150024324	0.001959096822159078
3.78	-2.183302403918162e-06	-0.03466634253136647	0.20307328566445904	-0.3492046467300156	0.021478546031517	-0.21051418792026766	-0.05858620909194201	0.0032432431974029896	0.11206121335598596	0.10467823666570553	-0.006875197093535235	-0.23863099929164377	-0.17801567872908208	0.029160155662708576	0.11591380996290468	-0.13139723908719247	-0.07060816736802167	-0.06074008298341482	0.030120480126868188	-0.03355440125955056	-0.02430626243000411	0.002276159078882474
3.77	-2.017937111408161e-06	-0.03216164081946715	0.20973408023508	-0.3763938683093784	0.02298712515843704	-0.2062483791054035	-0.04390294514897164	0.0019097090655293414	0.09985348256580551	0.09718468050547813	-0.005453354322980886	-0.20902818950665392	-0.16611202004543202	0.0388500199556745	0.1120922512641016	-0.10368577428781123	-0.06664569959309574	-0.07509130749562587	0.023996516990848704	-0.05404025349031372	-0.024269741125191757	0.0025859572230778377
3.76	-1.5232151277400514e-06	-0.030149346711951353	0.2112287890717539	-0.40304878468123206	0.027256679229594738	-0.1966222941549347	-0.0292113321810632	-0.0006235398626017741	0.08472343262889126	0.0860134927107481	-0.005832979305807839	-0.17819257036242675	-0.152175887219272	0.049847030921000623	0.10626427787886428	-0.07310627497983546	-0.0620570908298248	-0.08876139897489566	0.01450630833275568	-0.07300517375605864	-0.02284627604302969	0.0028779807327144443
3.75	-6.167391211054102e-07	-0.028788969283155552	0.20778915585677282	-0.4283429580348468	0.03371111281697381	-0.18179567886099335	-0.015021943893771095	-0.004027362414376512	0.06693491851314093	0.07166701505263973	-0.0076618360589577605	-0.14744654542332114	-0.1363467041411468	0.06242207517158249	0.09829026737375557	-0.040323487566951144	-0.05697913264498311	-0.10147047960759892	0.0015729950352181277	-0.08992984724577013	-0.020164778406268624	0.003140999536964586
3.74	7.691427012695671e-07	-0.02819366732271078	0.19972818589897656	-0.4513642502113271	0.041651621364366065	-0.1620551319502681	-0.0018107363030708257	-0.00799512565350824	0.04684732553371873	0.054775734543767385	-0.010555107153606968	-0.11807195178937491	-0.11884627952292703	0.07673413457334277	0.08810304130403779	-0.006106389595885275	-0.05155871110204657	-0.11302785829465734	-0.014689282223400824	-0.10435973690661626	-0.016403902524071867	0.003363423105180895
3.73	2.6736650700183e-06	-0.028424555502368776	0.1874227928676362	-0.47115429815943344	0.05028763179703333	-0.13781079827768394	0.010006776259217531	-0.012257165968776462	0.024906619762589344	0.03607097234845469	-0.014120252379001386	-0.09125541537036952	-0.0999698509715472	0.0928091493252623	0.07571389880993706	0.028703816619497502	-0.045955378170759786	-0.12333060722957612	-0.033977347072948305	-0.1159236313137626	-0.011783629651233696	0.0035337187794773506
3.72	5.092013172397004e-06	-0.029487713504522617	0.1712975966907493	-0.48675242158878973	0.058772909498060244	-0.10958880018205264	0.02009843115587273	-0.016590895311168197	0.0016320718945053159	0.016352690532727365	-0.017979914549670184	-0.06803745792871041	-0.0800724087939102	0.1105270530150051	0.06121486108429508	0.06322860753283521	-0.040342592731860805	-0.13235684586908292	-0.05581094028889311	-0.12434818358948974	-0.006555061510763238	0.0036408767917715888
3.71	7.958746105501994e-06	-0.03133403214727082	0.15181064265595978	-0.49724172611840345	0.06624515603240866	-0.07801926047315533	0.02823397019778895	-0.02082625586055542	-0.022400822517482766	-0.0035459499599141964	-0.02179161961180398	-0.04926770210860809	-0.05955129548189575	0.12961802459824412	0.044777129659337334	0.09658825789250614	-0.03490707780630942	-0.14015443183197362	-0.07955399266921859	-0.1294678176759021	-0.000988818769240396	0.0036749056210318883
3.7	1.1131741597327144e-05	-0.03386188561719905	0.1294415647514029	-0.5017950529861537	0.07186717910281004	-0.04382001105992117	0.034298032176991455	-0.024846557764760746	-0.04658046776279434	-0.022795488451578194	-0.025263323041912145	-0.03556828075761587	-0.03882632305271727	0.1496684175196208	0.026645944947091493	0.12793747863645422	-0.029845934701910437	-0.14682598255157586	-0.1044440480789035	-0.131229628836536	0.004637493493028444	0.0036273379838507314
3.69	1.4378565272217818e-05	-0.03692247221781031	0.10468245215818683	-0.499718442935972	0.07486757456371151	-0.007776343012153575	0.03829670084772374	-0.028585050256424438	-0.0702813828938531	-0.04060667381472172	-0.028164202144353112	-0.027307206612505297	-0.018318804853379334	0.17013620743020397	0.0071321909724417765	0.1564989388812421	-0.025361387674990965	-0.1525113138454799	-0.12962823259215384	-0.12969316621749272	0.01005223869407601	0.0034917250429739102
3.68	1.736754615135545e-05	-0.04032752544347318	0.07803141576559369	-0.49048992191842444	0.0745788320876386	0.029282581648573114	0.040357101374411286	-0.03201785585034145	-0.09288741020753832	-0.05626478544093061	-0.03033045749944563	-0.024583013386831	0.00156904931705526	0.1903751881853566	-0.013398778309294812	0.18159317557706345	-0.02165328401540023	-0.157368476954872	-0.15420382272279198	-0.1250252428761769	0.015002570082305766	0.003264094584138476
3.67	1.96661019092185e-05	-0.04385897066813982	0.049988609728785605	-0.473791667524182	0.07047086656072565	0.0665097889111621	0.040719950989256404	-0.035154122606144256	-0.11381474378717371	-0.06916011418547896	-0.03166624007252494	-0.02722146076328613	0.020472978839222833	0.209666581357709	-0.03454051971664285	0.20266359836782044	-0.018909722157587794	-0.16155460302320535	-0.17726123304331054	-0.11749016006021407	0.01926655527956811	0.002943348145850136
3.66	2.0748941262063794e-05	-0.04727999787036197	0.02105425733714128	-0.4495339596878978	0.06217818431758815	0.10306794491202709	0.03972539212020365	-0.03802440665424456	-0.1325335996621675	-0.0788131850085847	-0.0321401392140217	-0.034784529710151446	0.0380825161856535	0.22725624425498836	-0.055860455464767256	0.21929555633531095	-0.017296402671519218	-0.16520772608527068	-0.1979271336302304	-0.10743594638009313	0.02266404608734618	0.0025315725439652784
3.65	2.0018616107612712e-05	-0.0503469442664084	-0.008271926389738837	-0.4178697349293259	0.049519207212625815	0.13815696895733254	0.03779284239593039	-0.04066837720671401	-0.14858741802081	-0.08489360662767353	-0.03177793072453028	-0.04659135005948656	0.054152828655304575	0.24239529633905477	-0.07691573975927213	0.23122873459632842	-0.01694547393697121	-0.16843065824798487	-0.2154054261501699	-0.095277389492054	0.025065767117549598	0.0020342430143448706
3.64	1.684044910169902e-05	-0.05282133772752218	-0.03749062188549601	-0.3791990253468498	0.032506681528104764	0.17104049073375904	0.035395960637288226	-0.043122935387174266	-0.161608627376836	-0.0872317870625352	-0.030652478277119144	-0.06175013010033581	0.0685118696081588	0.254381756975647	-0.0972693762058725	0.23836247765152052	-0.01794475969191467	-0.17127784222972764	-0.22901395194745078	-0.08147677086682847	0.026400153382869718	0.0014602983390031021
3.63	1.0593083950167393e-05	-0.054481445791964234	-0.06610284462576033	-0.3341630458618283	0.01134857004967671	0.201069831285821	0.03303412879705547	-0.04541175832238764	-0.17133020234501828	-0.08582313510635231	-0.028871796776115843	-0.07919962845971895	0.08106250957104066	0.2626007121760381	-0.11650595085177429	0.24075397754396022	-0.020328298134586475	-0.1737459170049931	-0.2382150668114491	-0.06652329841944038	0.026657548288895327	0.0008220727873526207
3.62	7.347783358828294e-07	-0.05513270713262841	-0.09361065245278155	-0.2836281705666863	-0.013560663138576956	0.2277042690814426	0.03120206844462814	-0.04753712842077107	-0.17759249783790665	-0.08082475347140416	-0.02656632006454629	-0.09775825007614003	0.09177969584789025	0.2665606078330427	-0.13424639172990283	0.23860960257414376	-0.024069086400402284	-0.17576851332367482	-0.24263857904651331	-0.05091226489764722	0.025891477854766975	0.00013507537917054058
3.61	-1.3115905326997979e-05	-0.05461649128213253	-0.119519248814413	-0.2286604882381198	-0.04165794478137741	0.2505265182915366	0.03035933360672516	-0.04947469689741979	-0.18034512643305334	-0.07254499754156996	-0.023876371334580426	-0.11617848514279672	0.1007030586692963	0.26592349513313707	-0.1501612267856558	0.23226996115420206	-0.02907481095448361	-0.17721555914803844	-0.24209598816099742	-0.0351249420297961	0.024216841360612307	-0.0005823863347652475
3.6	-3.108811144598487e-05	-0.05281673459353442	-0.14334097039701987	-0.17049202813410602	-0.07223773194036198	0.2692525885215673	0.030901442280537594	-0.0511715766881764	-0.1796439431623753	-0.06142660454571569	-0.02094072178763895	-0.13320416175423588	0.10792571471168344	0.2605274140591973	-0.1639818833512834	0.22218958091124819	-0.03518716101262953	-0.17789713226537174	-0.2365854546780497	-0.01961015377949593	0.021804998443645474	-0.0013097333448707504
3.59	-5.29604650452621e-05	-0.04966412987820945	-0.16460146589892588	-0.11048008415545496	-0.1044850217072053	0.2837354999156787	0.033134325744526905	-0.0525478820622709	-0.17564349260447898	-0.04802437525896153	-0.017886955214578393	-0.14762786244074277	0.1135802900040801	0.2503995686927567	-0.17550965007913533	0.20891232242817637	-0.042185081621681775	-0.17757165954844822	-0.2262874482220525	-0.004768360947480232	0.018875882051379023	-0.00202478063740541
3.58	-7.806370517484789e-05	-0.04513769599321904	-0.18284816194008613	-0.05006132692497545	-0.1375134849227777	0.29396267593554626	0.0372535932011715	-0.053501551086043264	-0.16858553676405563	-0.03297860210386716	-0.014824150091243382	-0.15834586746495916	0.11782337344044436	0.23575949252509076	-0.18462200370279902	0.19304382914361895	-0.049792043424702115	-0.17595803960483636	-0.21155153113346614	0.009061060106262175	0.01568741857561662	-0.0027045207030979013
3.57	-0.00010519322503365181	-0.03926371245447058	-0.19766088698665385	0.009297427385860146	-0.17040670901528188	0.3000472054369254	0.043329840446034495	-0.053916023183603556	-0.15878450042947634	-0.016985576665462077	-0.01183816507358415	-0.16440813184559033	0.12081970516638307	0.21701198817055456	-0.19127608653769812	0.175222431590214	-0.057687108771176554	-0.17275106670197715	-0.1928752092281627	0.021608842067678324	0.012522683076195307	-0.0033259973211886007
3.56	-0.00013254223038469768	-0.03211216268019257	-0.20866430011901116	0.06614982777273326	-0.2022603823958491	0.3022135309148837	0.051300891444554964	-0.05367011646094966	-0.14661082831108274	-0.0007665740121183262	-0.008989587129718757	-0.16506106941676535	0.12272739414487432	0.1947302169775753	-0.19550920566521768	0.15608996997301006	-0.06551928183210975	-0.1676393662720841	-0.17087619332673398	0.03268085417147404	0.00967535049069923	-0.0038672352368606944
3.55	-0.0001576673880426127	-0.023790977330719443	-0.21554156380855716	0.11912000261847311	-0.232223224393465	0.3007784555161379	0.06097147121630542	-0.05264927443894862	-0.13247333444056153	0.01496329659573803	-0.00631419132136557	-0.15978129000859553	0.12368534723250946	0.1696298739884412	-0.19743631141952278	0.13626397199075768	-0.07292436682871539	-0.16032492190691983	-0.14625974235008243	0.04215904643166368	0.007434114933055014	-0.004308186020543225
3.54	-0.00017749926662090964	-0.014438496630020836	-0.2180485229174849	0.16695006635498544	-0.2595345608713444	0.2961286436461137	0.07202039033151664	-0.05075724159934225	-0.11680163343547179	0.029525058314874286	-0.003825582159663554	-0.14829889357724824	0.12380388699077116	0.14253587944043034	-0.19724450166887664	0.11631252419203975	-0.07954334456641732	-0.15054318499423402	-0.11978298405233545	0.049998440481573425	0.006066831051057875	-0.004631646732254746
3.53	-0.0001884093591000938	-0.004214669108137059	-0.2160275184484135	0.2085433419184426	-0.2835566591031409	0.28869599807367763	0.08401490002037804	-0.047927189063017295	-0.10002967536729557	0.04230346308480648	-0.001519549623566263	-0.1306094420887689	0.12315925331532185	0.11434342148294263	-0.19518468996412253	0.09673300995697787	-0.08504113079769127	-0.13808271398821148	-0.0922182221139849	0.05622050419705715	0.0058051775470922	-0.004824106340121537
3.52	-0.0001863438417134599	0.006708432542779974	-0.209419884234876	0.24300171653695202	-0.30380025168591374	0.278932414654264	0.09643147661671492	-0.04413134783760597	-0.08258126691563916	0.05277120204863195	0.0006204147917685532	-0.10697427777043345	0.12179234696216668	0.085975474559433	-0.1915606699684247	0.07793566370418148	-0.08912451314768077	-0.12280329229230347	-0.06431723448559978	0.06090343546821941	0.006830648650986149	-0.004876475399251928
3.51	-0.00016703134349451955	0.018156173780226936	-0.19827615483833938	0.2696557916441975	-0.3199420776300883	0.267285434669958	0.10868193747558053	-0.039388313985369905	-0.06485826239818948	0.06050891579934614	0.002617032877992642	-0.0779094056784686	0.11971170774572215	0.05833908020966305	-0.18671590487841172	0.06023262054199563	-0.09155808302062951	-0.10465152201044248	-0.036778450623444314	0.06417003986678083	0.009262641962347828	-0.004784657416937177
3.5	-0.00012626783214234397	0.02996041026489138	-0.18276305701573392	0.28808676897509145	-0.3318337240692131	0.2541762318936378	0.12014349741693309	-0.033767359264658126	-0.0472318648179737	0.06522040767677595	0.004493162998699063	-0.04416368091614231	0.1169003555357051	0.032282706339231027	-0.1810184668486272	0.043832837293450666	-0.09217708509203248	-0.08367298412557034	-0.010218674248307025	0.06617400892406522	0.013149330471971865	-0.004549925620272094
3.49	-6.027632027072569e-05	0.04196749599003624	-0.16316646518072275	0.2981393232898597	-0.33950153617087153	0.239981191756641	0.1301911609669446	-0.027389299325704997	-0.030037208305742524	0.066742684060074	0.0062662525530754465	-0.006687510260746876	0.11332578732023535	0.008556899910018956	-0.17484464451720783	0.028842940543199802	-0.09089629308763847	-0.060020191338736595	0.014849291014030541	0.06708548325931929	0.018461885146638934	-0.0041790763766682
3.48	3.386736864113599e-05	0.05404480239053555	-0.1398896694875873	0.29992503733183185	-0.3431378467155639	0.22501807545410202	0.13823072220745303	-0.020423722987146675	-0.013571120262838576	0.06505065857692216	0.007943748572301956	0.03340632765491591	0.10895214555429789	-0.01221977320278711	-0.16856182211290616	0.015273737140205412	-0.0877142738033001	-0.03395573374785954	0.038032133050734274	0.06707681285732292	0.025092457239633603	-0.0036843400344350186
3.47	0.00015775877134567443	0.06608541858105355	-0.11344652606300087	0.2938163069067059	-0.34308423226164564	0.20953743077726017	0.1437306165791199	-0.013082651899111397	0.0019072945437983435	0.06025655371308858	0.00951977975833529	0.07488783716581793	0.10375337458097533	-0.029587831895469208	-0.16251130576375772	0.0030518197218043497	-0.08271270380433293	-0.005850224189828168	0.05906408134057983	0.06630940279114839	0.032856143914553826	-0.0030830410577622203
3.46	0.00031116248420535336	0.07801083575520806	-0.08444932172349695	0.2804309544657144	-0.3398079043650739	0.19371953724282776	0.14625093765315	-0.005610960604457205	0.016173824688934246	0.05260420743044847	0.010973295578594389	0.11645882999087576	0.09772607985385662	-0.04326576335463983	-0.1569918253053686	-0.007964569150573197	-0.07605073320675615	0.02382511760123407	0.07780739777965096	0.06492245674868968	0.041496956354620806	-0.0023970115204356435
3.45	0.0004915144125511508	0.08977155907726342	-0.05359147659734731	0.26060811000786543	-0.33387267073374005	0.17767678231894024	0.1454680914186781	0.0017258761147331825	0.029034819102434994	0.04245864078723116	0.012267719961101875	0.1568036232246186	0.09090080831839487	-0.05315988364509394	-0.15224446671572878	-0.017966470894435815	-0.06795472445145379	0.05451115330015455	0.09424562378299584	0.06302430589752817	0.05069759734204027	-0.0016517746943356393
3.44	0.0006934662490061558	0.10134572751903193	-0.02162551156493464	0.2353762206781198	-0.32590613664666535	0.16146098621732108	0.1411938007876472	0.008655945451465641	0.040322189395141095	0.03029136442208369	0.013352059173030284	0.1946392315636558	0.08335057869240359	-0.05936486126336149	-0.14843978535296287	-0.027173158752844984	-0.05870400678756482	0.08557844099107115	0.1084703009370287	0.060686842924155826	0.06009264731036268	-0.0008755279569387375
3.43	0.0009085150820008971	0.11273594593731673	0.010662993941082277	0.2059143275938311	-0.31656495184671485	0.14507485210984328	0.13338747929057604	0.01491606313825855	0.04988860897432801	0.016661998428020297	0.014163304075651695	0.22876299156760638	0.07519570016035004	-0.06215507810910026	-0.14566780862287487	-0.03581040488765552	-0.048613556530199276	0.11634917738848571	0.12066223052093505	0.05794337932769622	0.06928456624966728	-9.79658523813931e-05
3.42	0.0011247641524729426	0.12396463546821224	0.042484452305359355	0.17350799277159012	-0.3064999393243113	0.1284864412485831	0.1221613474919252	0.020266960774677045	0.05760371595508218	0.002196854428206052	0.01462989198293485	0.2580957615839452	0.0666042118143082	-0.06196746439013623	-0.14393155549223025	-0.04408938665574169	-0.03801471952917268	0.14612262906572937	0.13106861335927533	0.054790019529519896	0.07786175513293259	0.0006510058110867911
3.41	0.0013268611611696333	0.1350682812820594	0.07307608893452766	0.1395014631881395	-0.29632287322021966	0.1116453782565543	0.10777804841907823	0.024507500413250227	0.06335199962111915	-0.012434815785837827	0.014675945758000353	0.28171911976517094	0.057787630838333826	-0.059376856064631056	-0.14314457865012287	-0.05218749127541855	-0.02723522087401875	0.17420300266485356	0.13997760225635147	0.05119041129927382	0.08541779492556856	0.0013426060916265359
3.4	0.0014961576547355177	0.14609099671571357	0.1017331171005651	0.10524781573224118	-0.28657651260104444	0.09449939465923762	0.09064090814752035	0.027486981244521758	0.06703286009832254	-0.026546160115458406	0.014225987600582357	0.29890531592701564	0.04899208753442963	-0.05506526602457029	-0.14313287509608585	-0.06023214582671699	-0.016579748650173087	0.1999285309483696	0.1476918965911409	0.047083502837693914	0.09157090187545336	0.0019505014218660632
3.39	0.0016111265178600756	0.15707782849312935	0.1278387388573492	0.07205892912406853	-0.27770926011419306	0.07700982525750533	0.07127736363838721	0.029114724806305503	0.06856309302966679	-0.039458880766943594	0.013209829626617875	0.3091391009296558	0.04048531927284671	-0.04978671865734441	-0.14364131743707276	-0.06828860377655133	-0.006312350989645665	0.22270042810711743	0.15450300998554667	0.042393727388855496	0.09598261016755671	0.0024520486821532628
3.38	0.0016480643153954483	0.1680682008530141	0.1508914137320403	0.04115717046443024	-0.2700555172188501	0.05916478127309688	0.05031642229610611	0.02936630060642642	0.06788178440081083	-0.05052941068390737	0.011567368145961154	0.31213093972505135	0.03254036200846144	-0.044329462314266266	-0.14434453908583578	-0.07635237179195542	0.003358247248002044	0.24201030344417518	0.16066775028915004	0.03704286065757856	0.09837471963762212	0.0028293944740398203
3.37	0.0015820912639430453	0.17908984138878736	0.17052789184032235	0.013630659673623313	-0.26382247089290445	0.04098892783926544	0.028461309160775272	0.028285970472552435	0.06495732684985	-0.05917430861629214	0.009253047412755677	0.30782149212339505	0.025417087482964007	-0.03947744161141031	-0.14486197242379717	-0.08434667637425264	0.012289509808482535	0.25746462473449583	0.166388274555203	0.030962667169376346	0.0985436262897963	0.0030703711605541695
3.36	0.0013884443567033205	0.19015345508421433	0.18654065002496623	-0.009606118934840424	-0.2590836914035606	0.022549075927059903	0.006458684030064887	0.025985171883377234	0.059796010341017336	-0.06489406921295426	0.006239804862843812	0.2963776016089241	0.01934296099628341	-0.035972882695546105	-0.14477650252445073	-0.09212506581332036	0.020411505416547016	0.268804895709593	0.1717968327445476	0.02410737906419058	0.09637128281891805	0.003169138535827787
3.35	0.0010440393092801693	0.20124832391587688	0.19888859486883348	-0.027844753732551908	-0.25577956740841046	0.003955138969814698	-0.014934038162891738	0.02263711120235712	0.05245141872225645	-0.06729455630659231	0.002522356978204243	0.27818035288939313	0.014494519108239956	-0.03448172575545527	-0.14365597436525945	-0.09947893721354717	0.027728551165068893	0.27592235735482973	0.1769460087034247	0.01646504132196469	0.09183220812839465	0.003126531331070853
3.34	0.000529255520649116	0.21233891689536222	0.2077001961970666	-0.04060702202056632	-0.2537242721091104	-0.014643623119269478	-0.03498166069184094	0.018467780231731012	0.0430336987277542	-0.06610529515640451	-0.0018802726357591837	0.2538060322754063	0.010981076919108546	-0.035563440436021665	-0.141076593231503	-0.10614948890423648	0.034316082923851354	0.27886623736364413	0.1818049241370545	0.00806681371247464	0.08499616927620934	0.002950086654197659
3.33	-0.00017012360521489155	0.22336250896765364	0.21326857531067844	-0.04765961583495937	-0.2526186584374841	-0.03306677286857962	-0.053002882249785443	0.013743928006476835	0.03171767477488174	-0.06119390713718076	-0.00692304763475704	0.22400104399028464	0.008832067475537997	-0.03964649504749218	-0.1366471003702543	-0.1118433422549856	0.04031307047756627	0.27784484947034116	0.18626151087556764	-0.0010065599166466654	0.07602638468011591	0.0026537412291735285
3.32	-0.0010609034116105844	0.2342277353149882	0.21603847577401325	-0.04901876471956257	-0.25206823485939367	-0.051114623886604704	-0.06839918137779932	0.00875870059388717	0.01874877158968502	-0.052576042614532525	-0.012534077528130183	0.18965199613509753	0.007989197178204677	-0.047010435637929504	-0.1300325014572934	-0.1162508683950989	0.04591058390880676	0.2732191737895846	0.19013059901183738	-0.010621726304634649	0.06517333080069676	0.002257205148613356
3.31	-0.0021405103958643916	0.2448139571808099	0.21658546978738968	-0.044944445428996005	-0.25160518491904327	-0.06858297198272112	-0.08067957775753598	0.0038157942103111964	0.0044457814120164585	-0.04042026830788359	-0.018614670139186273	0.15175227154375648	0.00830428535016381	-0.05777518369299628	-0.12097608408228666	-0.11906610607329071	0.05133735757797808	0.2654889162965617	0.1931672329686478	-0.020593527312655624	0.052764462480134	0.001785035888903136
3.3	-0.0033951847757798387	0.25497129082773995	0.2155881764088292	-0.03592430165687688	-0.2507132676402364	-0.08527943946697292	-0.08948016894308353	-0.0007869558183415393	-0.010800329041558143	-0.025047496760322474	-0.02504030439536109	0.11136644325384282	0.009543265535967294	-0.07189779959549014	-0.1093184887625398	-0.12000707460879312	0.056843372792656055	0.25527143256067575	0.19508433193206542	-0.030689761763824208	0.03919036662668418	0.0012654526288676804
